book_index_id,author
7838,Betty Dodson (Foreword)
7839,L.J. Smith (Goodreads Author) (Creator)
7839,Julie Plec
7840,Michael J. Sullivan (Goodreads Author)
7841,Jerry Bridges
7841,Foster W. Cline
7841,Jim Fay
7842,John Hersey
7843,John Scalzi (Goodreads Author)
7844,Michelle Krys (Goodreads Author)
7845,Cody McFadyen
7846,Catherine Anderson (Goodreads Author)
7847,Mark Twain
7848,Tara Sue Me (Goodreads Author)
7849,Kristen Callihan (Goodreads Author)
7849,Christian Bernhard (Translator)
7849,Wanda Martin (Translator)
7850,L.J. Smith (Goodreads Author)
7851,T.M. Frazier (Goodreads Author)
7852,Tui T. Sutherland
7853,Charles Haddon Spurgeon
7853,Alistair Begg
7854,James Patterson (Goodreads Author)
7855,Donalyn Miller (Goodreads Author)
7856,Heather Brewer (Goodreads Author)
7856,Z Brewer
7857,Dean Koontz (Goodreads Author)
7858,Darren Shan (Goodreads Author)
7859,Stacey Jay (Goodreads Author)
7860,Ruta Sepetys (Goodreads Author)
7861,C.J. Cherryh (Goodreads Author)
7861,Gino D'Achille (Illustrator)
7862,Jamie McGuire (Goodreads Author)
7863,Jeffrey Archer
7864,Claire Monette (Goodreads Author)
7865,Tui T. Sutherland
7866,Lucinda Riley (Goodreads Author)
7867,Bertolt Brecht
7867,Eric Bentley
7867,Charles Laughton (Translator)
7868,Plato
7868,G.M.A. Grube (Translator)
7868,John M. Cooper (Editor)
7869,Oscar Hijuelos
7870,Anne Rice
7871,Albert Cohen
7872,Madeleine L'Engle
7873,Max Lucado (Goodreads Author)
7874,Tom Clancy
7875,Kathryn Lasky
7876,Gustav Meyrink
7876,Mike Mitchell (Translator)
7876,Carlo Mainoldi (translator)
7877,Alice Hoffman (Goodreads Author)
7878,Darynda Jones (Goodreads Author)
7879,Patrick Carman (Goodreads Author)
7880,Abdul Rahman Munif
7880,عبد الرحمن منيف
7881,Edith Wharton
7881,Linda Wagner-Martin (Annotations)
7882,L.M. Montgomery
7883,David Shannon
7884,Stephen Hawking
7885,Max Weber
7885,Michael D. Coe
7885,Talcott Parsons (Translator)
7885,R.H. Tawney (Foreword by)
7886,Annie Jacobsen (Goodreads Author)
7887,Anthony Horowitz (Goodreads Author)
7888,Tom Wolfe
7889,Tracy Chevalier (Goodreads Author)
7890,Seanan McGuire (Goodreads Author)
7891,Nikos Kazantzakis
7891,Jonathan Griffin (Translator)
7892,Marlon James
7893,Robert Munsch
7893,Michael Martchenko (Illustrator)
7894,John Perkins (Goodreads Author)
7895,Erin Hunter
7896,Erin Hunter
7897,Janet Evanovich (Goodreads Author)
7898,Louis Sachar (Goodreads Author)
7899,Antonia Fraser
7900,Jana Oliver (Goodreads Author)
7901,Black Elk
7901,John G. Neihardt
7902,Nalini Singh (Goodreads Author)
7903,Douglas Preston (Goodreads Author)
7903,Lincoln Child
7904,Christina Lauren (Goodreads Author)
7905,Cory Doctorow
7905,Jen Wang (Goodreads Author) (Illustrations)
7906,Arto Paasilinna
7907,Andrew Smith
7908,Sharon Creech
7909,Steve Berry (Goodreads Author)
7910,James Rollins (Goodreads Author)
7911,Frances Hardinge
7912,Will Christopher Baer
7913,Umberto Eco
7914,James A. Michener
7915,Mike Mullin (Goodreads Author)
7916,Mira Grant
7917,Carlos Fuentes
7917,Margaret Sayers Peden (Translator)
7917,Milan Kundera (Afterword)
7917,Jorge Volpi (Introduction)
7918,Jennifer Estep (Goodreads Author)
7919,مريد البرغوثي
7919,Mourid Barghouti
7920,T.M. Frazier (Goodreads Author)
7921,Matthew Desmond (Goodreads Author)
7922,Friedrich Nietzsche
7922,Michael Tanner (Introduction)
7923,Toni Morrison
7924,C.L. Wilson (Goodreads Author)
7925,Agatha Christie
7926,Sherrilyn Kenyon (Goodreads Author)
7927,Susan Bischoff (Goodreads Author)
7928,Kody Keplinger (Goodreads Author)
7929,T.M. Frazier (Goodreads Author)
7930,Catherine Anderson (Goodreads Author)
7931,Anne Holm
7931,L.W. Kingsland (Translator)
7932,L. Jackson (Goodreads Author)
7933,Erik Larson (Goodreads Author)
7934,Céline Zabad
7935,James A. Michener
7936,Nalini Singh (Goodreads Author)
7937,Toni Morrison
7938,Michelle Sagara
7939,P.C. Cast (Goodreads Author)
7940,Sophie Kinsella (Goodreads Author)
7941,Joe Simpson
7942,C.J. Daugherty (Goodreads Author)
7943,L.J. Smith (Goodreads Author)
7944,سعد الدين الشاذلي
7945,Michelle Falkoff (Goodreads Author)
7946,Dougie Brimson (Goodreads Author)
7947,CLAMP
7947,William Flanagan (Translator)
7948,Gordon Dahlquist
7949,Matthew Pearl (Goodreads Author)
7950,Anne Tyler (Goodreads Author)
7951,Julia Quinn (Goodreads Author)
7952,Christopher Rice (Goodreads Author)
7952,James Daniels (Reading)
7953,Paul Auster
7954,Jessica Sorensen (Goodreads Author)
7955,R.K. Lilley (Goodreads Author)
7956,John Grisham (Goodreads Author)
7957,Jana Oliver (Goodreads Author)
7958,J. Sterling (Goodreads Author)
7959,Tui T. Sutherland
7960,S.M. Stirling
7961,Jay Lake
7962,Lori Wick
7963,Patricia Cornwell (Goodreads Author)
7964,Amanda Grange (Goodreads Author)
7965,Elizabeth Peters
7966,V.S. Naipaul
7967,Douglas Preston (Goodreads Author)
7967,Lincoln Child
7968,André Gide
7969,Scott Westerfeld (Goodreads Author)
7970,Pepper Winters (Goodreads Author)
7971,Winifred Watson
7972,Meredith Russo (Goodreads Author)
7973,James Hogg
7973,John Carey (Editor)
7974,Joseph Mitchell
7974,David Remnick
7975,Marcel Proust
7975,C.K. Scott Moncrieff (Translator)
7975,Terence Kilmartin (Translator)
7976,Tessa Gratton (Goodreads Author)
7977,Dean Koontz (Goodreads Author)
7978,Margaret Peterson Haddix
7979,Ami McKay (Goodreads Author)
7980,Don DeLillo
7981,Don Freeman
7982,Ashley Winters (Goodreads Author)
7983,Vince Flynn
7984,John Barth
7985,Nick Hornby
7986,Julian Barnes
7987,MacKinlay Kantor
7988,Cassandra Clare (Goodreads Author)
7988,Sarah Rees Brennan (Goodreads Author)
7989,Marlene Perez (Goodreads Author)
7990,Barry Unsworth
7991,Philip Pullman
7992,Edgar Allan Poe
7992,Matthew Pearl (Goodreads Author) (Editor)
7993,Dr. Seuss
7994,Patrick O'Brian
7995,Ha Jin
7996,Réjean Ducharme
7997,William Shakespeare
7997,Roma Gill (Editor)
7997,Robert Jackson (Editor)
7998,Robin Hobb (Goodreads Author)
7999,Hergé
8000,إبراهيم عيسى
8001,Gabriel García Márquez
8002,Julie James (Goodreads Author)
8003,Ally Carter (Goodreads Author)
8004,L.J. Smith (Goodreads Author)
8005,Teresa Driscoll (Goodreads Author)
8006,Nikolai Gogol
8007,René Goscinny
8007,Albert Uderzo (Illustrator)
8007,Anthea Bell (Translator)
8007,Derek Hockridge (Translator)
8008,Bruce Chatwin
8009,Tess Gerritsen (Goodreads Author)
8010,Ann Voskamp
8011,Samuel R. Delany
8012,Christopher Moore (Goodreads Author)
8013,Michael Blake
8014,Jo Nesbø (Goodreads Author)
8014,Don Bartlett (translator)
8015,Will Durant
8016,Tarryn Fisher (Goodreads Author)
8017,John Flanagan
8018,Laurie R. King (Goodreads Author)
8019,Elvira Woodruff
8019,Troy Howl
8020,Lynne Ewing
8021,Robert Louis Stevenson
8021,Tasha Tudor (Illustrator)
8022,Mercedes Lackey
8023,Sergei Lukyanenko
8023,Andrew Bromfield (Translator)
8024,Robert Silverberg
8025,Angie Sage
8025,Mark Zug (Goodreads Author) (Illustrator)
8026,Sherrilyn Kenyon (Goodreads Author)
8027,Edith Pargeter
8028,Marion Zimmer Bradley
8028,Diana L. Paxson
8029,Ted Dekker (Goodreads Author)
8029,Tosca Lee (Goodreads Author)
8030,Brendan Behan
8030,Benedict Kiely (Afterword)
8031,Aleatha Romig (Goodreads Author)
8032,James Ellroy
8033,Kim Harrison (Goodreads Author)
8034,Димитър Димов
8035,Lothar-Günther Buchheim
8036,L.M. Montgomery
8037,Chris Crutcher
8038,Daniel Kehlmann
8038,Carol Brown Janeway (Translator)
8039,Carrie Vaughn (Goodreads Author)
8040,L.J. Smith (Goodreads Author)
8041,Enid Blyton
8042,John McPhee
8043,Bernard Cornwell (Goodreads Author)
8044,Sergei Lukyanenko
8044,Andrew Bromfield (Translator)
8045,Douglas Coupland (Goodreads Author)
8046,Kim Harrison (Goodreads Author)
8047,Quinn Loftis (Goodreads Author)
8048,Karen Lynch (Goodreads Author)
8049,Mhairi McFarlane (Goodreads Author)
8050,Philip Roth
8051,Sharon Creech
8052,John Fowles
8053,John Marsden
8054,Stephen R. Lawhead
8055,Erich Fromm
8056,Heather Vogel Frederick
8057,Jussi Adler-Olsen
8057,Lisa Hartford (Translator)
8058,Kevin Powers
8059,Tad Williams (Goodreads Author)
8060,Laura Ingalls Wilder
8060,Garth Williams (Illustrator)
8061,Maya Banks (Goodreads Author)
8062,Sandi Lynn (Goodreads Author)
8063,Mia Sheridan (Goodreads Author)
8064,Dougie Brimson (Goodreads Author)
8064,Eddy Brimson
8065,Annie Dillard
8066,Tsugumi Ohba
8066,Takeshi Obata (Illustrator)
8066,Akira Shiwawa (Translator)
8067,Alexandre Dumas
8067,David Coward (Editor)
8067,Auguste Maquet (Co-Author)
8068,Guy Gavriel Kay (Goodreads Author)
8069,Anna Godbersen
8069,Анна Годберзен
8070,Ted Dekker (Goodreads Author)
8071,Mercedes Lackey
8072,Alfred Tennyson
8072,J.M. Gray (Editor)
8073,Louise Rennison
8074,Marion Zimmer Bradley
8075,Sherri Hayes (Goodreads Author)
8076,Edgar Allan Poe
8077,Jennifer L. Armentrout (Goodreads Author)
8078,Harold Keith
8079,Roger Fisher
8079,William Ury
8079,Bruce Patton
8080,David Benioff (Original author)
8080,Khaled Hosseini (Goodreads Author) (Introduction)
8081,Tom Sharpe
8082,Lisa Mangum (Goodreads Author)
8083,Marlene Perez (Goodreads Author)
8084,Sarah Dessen (Goodreads Author)
8085,Brandon Mull (Goodreads Author)
8086,Jo Walton (Goodreads Author)
8087,Kate Atkinson
8087,Alex Jennings (Narrator)
8088,Betty MacDonald
8089,Ann Coulter
8090,Erin Hunter
8091,James Patterson (Goodreads Author)
8092,T.S. Eliot
8093,Larry Niven
8094,Anna Quindlen
8095,Nicky Charles (Goodreads Author)
8096,Marion Zimmer Bradley
8096,Davina Porter (Goodreads Author) (Narrator)
8097,Anonymous
8098,Dominique Lapierre
8099,Michael Morpurgo
8100,Victoria Laurie (Goodreads Author)
8101,Julie Kagawa (Goodreads Author)
8102,Claire Monette (Goodreads Author)
8103,Renée Knight
8104,Brittainy C. Cherry (Goodreads Author)
8105,Hank Green (Goodreads Author)
8106,Ali Smith
8107,Tsugumi Ohba
8107,Takeshi Obata (Illustrator)
8107,Tetsuichiro Miyaki (Translator)
8108,Eckhart Tolle
8109,Alex Garland
8110,John Eldredge
8110,Stasi Eldredge
8111,Julia Quinn (Goodreads Author)
8112,Mary Doria Russell (Goodreads Author)
8113,Marlene Perez (Goodreads Author)
8114,David Wilkerson
8114,John Sherrill
8114,Elizabeth Sherrill (Goodreads Author)
8115,Pam Bachorz (Goodreads Author)
8116,David Levithan (Goodreads Author)
8117,Tui T. Sutherland
8118,Douglas E. Richards (Goodreads Author)
8119,Tsugumi Ohba
8119,Takeshi Obata (Illustator)
8119,Pookie Rolf (Translator)
8120,Iris Johansen (Goodreads Author)
8121,Sarah Vowell
8122,Linda Hogan
8122,Honi Werner (Illustrator)
8122,Gary Issacs (Photographer)
8122,Songhee Kim (Designed by)
8123,Kate Summerscale
8124,Nikolai Gogol
8124,George Rapall Noyes (Translator)
8124,John Laurence Seymour (Translator)
8125,Eloisa James (Goodreads Author)
8126,Elena Ferrante
8126,Ann Goldstein (Translator)
8127,Philippa Gregory (Goodreads Author)
8128,Sergei Lukyanenko
8128,Sergei Lukyanenko
8129,Jeff Shaara
8130,Neil Gaiman (Goodreads Author)
8130,Mike Allred (Illustrator)
8130,Gary Amaro (Illustrator)
8130,Mark Buckingham (Illustrator)
8130,David Giordano (Illustrator)
8130,Tony Harris (Illustrator)
8130,Steve Leialoha (Illustrator)
8130,Vince Locke (Illustrator)
8130,more…
8131,Robert Wilson (Goodreads Author)
8132,Marlene Perez (Goodreads Author)
8133,Nikolai Gogol
8133,Richard Pevear (Translator)
8133,Larissa Volokhonsky (Translator)
8134,Karen Cushman (Goodreads Author)
8135,Enid Blyton
8136,Robert Louis Stevenson
8137,Danielle Steel
8138,Steve Harvey
8139,Jeanne Birdsall
8140,Terri Anne Browning
8141,Christos Tsiolkas
8142,Mercedes Lackey
8143,Mark Salzman
8144,Ezra Taft Benson
8145,Nick Flynn
8146,Nora Roberts (Goodreads Author)
8147,Sidney Sheldon
8148,Michael Morpurgo
8148,Lee Gibbons (Illustrator)
8149,Kristen Ashley (Goodreads Author)
8150,Friedrich Nietzsche
8150,Michael Tanner (Introduction)
8150,R.J. Hollingdale (Translation)
8151,Tsugumi Ohba
8151,Takeshi Obata (Illustrator)
8151,Tetsuichiro Miyaki (Translator)
8152,A.W. Tozer
8153,Raymond Queneau
8153,Barbara Wright (Translator)
8153,Gilbert Adair (Introduction)
8154,Mark Millar (Goodreads Author)
8154,Kilian Plunkett (Illustrator)
8154,Andrew C. Robinson (Goodreads Author) (Illustrator)
8154,Walden Wong (Illustrator)
8154,Dave Johnson (Illustrator)
8154,Paul Mounts (Colorist)
8154,Ken Lopez (Letterer)
8155,Simone Elkeles (Goodreads Author)
8156,Irene Gut Opdyke
8156,Jennifer Armstrong
8157,P.G. Wodehouse
8158,Rick Riordan (Goodreads Author)
8159,Jeanne Birdsall
8160,Alexandra Bracken (Goodreads Author)
8161,Katherine Anne Porter
8162,Gerald N. Lund (Goodreads Author)
8163,Oscar Wilde
8163,Hesketh Pearson (Introduction)
8164,Isabel Allende (Goodreads Author)
8165,Chris d'Lacey
8166,Laurann Dohner
8167,Michelle Sagara
8168,William Gay
8169,Daniel H. Pink (Goodreads Author)
8170,Patricia Highsmith
8171,Eugene Burdick
8171,Harvey Wheeler
8172,Russell Hoban
8173,Pat Conroy
8174,Sherrilyn Kenyon (Goodreads Author)
8175,Alyson Noel (Goodreads Author)
8176,Michael Crichton
8177,Orson Scott Card
8178,Gena Showalter (Goodreads Author)
8179,George R.R. Martin
8179,Jorge Candeias (Goodreads Author) (Tradução)
8180,J.D. Robb (Goodreads Author)
8181,Petronius
8181,Piero Chiara (Translator)
8181,P.G. Walsh (Translator)
8181,Federico Roncoroni (Editor)
8182,Edgar Allan Poe
8182,Tobias Hill (Foreword by)
8183,Morgan Rhodes (Goodreads Author)
8184,Sean Gordon Murphy (Writer/Illustrator)
8184,Matt Hollingsworth (Colorist)
8185,John Updike
8186,Anonymous
8186,Ananda Maitreya (Translator)
8186,Thich Nhat Hanh (Foreword)
8187,Peter Matthiessen
8188,James Patterson (Goodreads Author)
8188,Michael Ledwidge
8189,Patricia Cornwell (Goodreads Author)
8189,C.J. Critt (Narrator)
8190,Sidney Sheldon
8191,H.P. Lovecraft
8191,Barbara Hambly (Goodreads Author) (introduction)
8192,Anne McCaffrey
8193,Thomas Bernhard
8193,David McLintock (Translator)
8194,Isaac Asimov
8194,Robert Silverberg
8195,Sophie McKenzie (Goodreads Author)
8196,Theodore Sturgeon
8197,M.D. Lachlan (Goodreads Author)
8198,Laurelin Paige (Goodreads Author)
8199,P.L. Travers
8199,Mary Shepard (Illustrator)
8200,Daniel J. Levitin
8201,Jo Nesbø (Goodreads Author)
8201,Don Bartlett (Translator)
8202,Letty Scott (Goodreads Author)
8203,Lynsay Sands (Goodreads Author)
8204,William Gibson
8204,Bruce Sterling (Introduction)
8204,Jonathan Davis (Goodreads Author) (Narrator)
8204,Dennis Holland (Narrator)
8204,Kevin Pariseau (Narrator)
8204,Victor Bevine (Goodreads Author) (Narrator)
8204,Jay Snyder (Narrator)
8204,Brian Nishii (Narrator)
8204,more…
8205,Meg Cabot (Goodreads Author)
8206,Alyxandra Harvey (Goodreads Author)
8207,Jackie Collins
8208,Blaine Harden (Goodreads Author)
8209,Elizabeth Norris (Goodreads Author)
8210,Jerzy Kosiński
8211,John Gwynne (Goodreads Author)
8212,John Corey Whaley
8213,Hyeonseo Lee (Goodreads Author)
8213,David John
8214,Linda Howard
8215,Lois Lenski
8216,Georgette Heyer
8217,Martha Wells (Goodreads Author)
8218,Chaim Potok
8219,Alexandra Ivy (Goodreads Author)
8220,Matthew J. Kirby
8221,Deborah Smith
8222,Madison Daniel (Goodreads Author)
8223,Janette Oke
8224,Alan Bradley (Goodreads Author)
8225,Andrei Tarkovsky
8225,Kitty Hunter-Blair (Translator)
8226,Euripides
8226,Kenneth McLeish (Translator)
8226,Frederic Raphael (Translator)
8227,Jun'ichirō Tanizaki
8227,Edward G. Seidensticker (Translator)
8228,Don Van Ryn
8228,Susie Van Ryn
8228,Newell Cerak
8228,Colleen Cerak
8228,Whitney Cerak
8228,Mark A. Tabb (with)
8229,Greg Cox
8229,Danny McBride
8229,Len Wiseman
8229,Kevin Grevioux
8230,Jasper Fforde (Goodreads Author)
8231,Dallas Willard
8231,Richard J. Foster (Foreword by)
8232,Jacob Bronowski
8233,Joseph F. Girzone
8234,Judith McNaught
8235,David Graeber (Goodreads Author)
8236,Jon Stewart
8236,Ben Karlin
8236,David Javerbaum
8236,Rich Bloomquist
8236,Steve Bodow
8236,Tim Carvell
8236,Eric Drysdale
8236,J.R. Havlan
8236,more…
8237,Hilary Duff
8237,Elise Allen (Goodreads Author) (Contributor)
8238,Ursula K. Le Guin
8239,Gennifer Albin (Goodreads Author)
8240,Spike Milligan
8241,Elisabeth Elliot
8242,Irma S. Rombauer
8242,Marion Rombauer Becker
8242,Ethan Becker (Goodreads Author)
8243,Marisa de los Santos (Goodreads Author)
8244,Mario Vargas Llosa
8244,Gregory Rabassa (Translator)
8245,Tera Lynn Childs (Goodreads Author)
8246,Kinley MacGregor
8247,Jojo Moyes (Goodreads Author)
8248,Bodie Thoene (Goodreads Author)
8248,Brock Thoene
8249,Clive Cussler
8250,Robert Cormier
8251,Brian Jacques
8251,David Elliot (Illustrator)
8252,Anonymous
8252,Joe Klein
8253,Melanie Benjamin (Goodreads Author)
8254,Camilla Läckberg (Goodreads Author)
8254,Steven T. Murray (Translator)
8255,Natsuki Takaya
8255,Alethea Nibley (Translator)
8255,Athena Nibley (Translator)
8256,Natsuki Takaya
8256,Alethea Nibley (Translator)
8256,Athena Nibley (Translator)
8257,Walker Percy
8258,Lois McMaster Bujold (Goodreads Author)
8259,Anita Shreve
8260,Terry Brooks (Goodreads Author)
8261,Bill Watterson
8261,Pat Oliphant (Foreword)
8262,Rachel Higginson (Goodreads Author)
8263,Stephen R. Donaldson
8264,Ken Follett (Goodreads Author)
8265,Siobhan Vivian (Goodreads Author)
8266,George R.R. Martin
8266,Jorge Candeias (Goodreads Author) (Translator)
8267,Venedikt Erofeev
8267,H.W. Tjalsma (Translator)
8267,Ali Rıza Dırık (Translator)
8267,Ali Rıza Dink (Translator)
8268,Patricia A. McKillip
8269,Rachel Vincent (Goodreads Author)
8270,Craig Ferguson
8271,Scott Speer
8272,Abbi Glines (Goodreads Author)
8273,William C. Samples (Goodreads Author)
8274,Georg Miggel (Goodreads Author)
8275,Michael Connelly (Goodreads Author)
8276,Alison Weir
8277,Nelson Caldwell (Goodreads Author)
8278,Daniel Pyle (Goodreads Author)
8279,Lisa Kleypas (Goodreads Author)
8280,R.A. McDonald
8281,John Zunski (Goodreads Author)
8282,Jilly Cooper
8283,Lucy Felthouse (Goodreads Author) (Editor)
8283,Bronwyn Green (Goodreads Author) (Contributor)
8283,J.C. Martin (Contributor)
8283,Hawthorn (Goodreads Author) (Contributor)
8283,K.D. Grace (Goodreads Author) (Contributor)
8283,Jillian Murphy (Contributor)
8283,Kay Dee Royal (Contributor)
8283,Rachel Randall (Goodreads Author) (Contributor)
8283,more…
8284,Giorgio Bassani
8284,William Weaver (Translator)
8284,Tim Parks (Goodreads Author) (Introduction)
8285,Tom Rachman
8286,Michael Buckley
8286,Peter Ferguson (Illustrator)
8287,Sharon Cramer (Goodreads Author)
8288,Dorothy Gravelle (Goodreads Author)
8289,John Kellett (Goodreads Author)
8290,Barry Jordan Jr. (Goodreads Author)
8291,Carrie Salo (Goodreads Author)
8292,Helen Argiro (Goodreads Author)
8293,Keith Ellison
8294,Gena D. Lutz (Goodreads Author)
8295,Yoshihiro Togashi
8296,Hannah Pole (Goodreads Author)
8297,S.E. Meyer (Goodreads Author)
8298,Cheryl McIntyre (Goodreads Author)
8299,Marsha Gujurati
8300,Ernest Shurtleff Holmes
